-2.1, -24.5
-1.8, -18.2
-0.9, -13.5
1.1, -7.2
7.5, -2.9
17.6, -1.8
27.8, -0.5
37.2, 0.3
47.9, 1.9
56.9, 3.5
66.5, 5.5
77.2, 9.0
86.8, 11.8
97.7, 16.8
107.2, 24.3
117.8, 33.5
126.7, 44.2
