  BPs_val,  BPs_trg, %,    BPd_val,  BPd_trg, %,    EDV_val,  EDV_trg, %,    ESV_val,  ESV_trg, %,  ESV_la_val,ESV_la_trg, %,  EDV_la_val,EDV_la_trg, %,     CO_val,   CO_trg, %,    BPk_val,  BPk_trg, %,   Ppas_val, Ppas_trg, %,   Ppad_val, Ppad_trg, %,    Ppv_val,  Ppv_trg, %,    PWV_val,  PWV_trg, %  ,run, datetime, total_costs
1.536e+04,1.600e+04,01,  1.196e+04,1.067e+04,06,  1.631e-04,1.500e-04,00,  5.613e-05,6.000e-05,00,  4.417e-05,4.100e-05,00,  8.004e-05,8.700e-05,00,  1.141e-04,9.600e-05,15,  3.024e+03,2.666e+03,01,  3.012e+03,2.773e+03,00,  1.101e+03,1.173e+03,00,  1.182e+03,1.067e+03,00,  4.166e+00,out limit,1176  ,001,2020-09-10 22:36:48, 2.836995e+01
1.536e+04,1.600e+04,01,  1.196e+04,1.067e+04,06,  1.631e-04,1.500e-04,00,  5.613e-05,6.000e-05,00,  4.417e-05,4.100e-05,00,  8.004e-05,8.700e-05,00,  1.141e-04,9.600e-05,15,  3.024e+03,2.666e+03,01,  3.012e+03,2.773e+03,00,  1.101e+03,1.173e+03,00,  1.182e+03,1.067e+03,00,  4.166e+00,out limit,1176  ,001,2020-09-10 22:37:15, 2.836995e+01
1.541e+04,1.600e+04,01,  1.202e+04,1.067e+04,07,  1.630e-04,1.500e-04,00,  5.650e-05,6.000e-05,00,  4.407e-05,4.100e-05,00,  7.961e-05,8.700e-05,00,  1.136e-04,9.600e-05,14,  3.032e+03,2.666e+03,01,  3.000e+03,2.773e+03,00,  1.094e+03,1.173e+03,00,  1.175e+03,1.067e+03,00,  4.166e+00,out limit,1177  ,002,2020-09-10 22:37:28, 2.836207e+01
1.541e+04,1.600e+04,01,  1.202e+04,1.067e+04,07,  1.631e-04,1.500e-04,00,  5.652e-05,6.000e-05,00,  4.411e-05,4.100e-05,00,  7.974e-05,8.700e-05,00,  1.136e-04,9.600e-05,14,  3.028e+03,2.666e+03,01,  3.002e+03,2.773e+03,00,  1.096e+03,1.173e+03,00,  1.177e+03,1.067e+03,00,  4.166e+00,out limit,1177  ,003,2020-09-10 22:37:42, 2.836257e+01
1.541e+04,1.600e+04,01,  1.201e+04,1.067e+04,07,  1.630e-04,1.500e-04,00,  5.647e-05,6.000e-05,00,  4.403e-05,4.100e-05,00,  7.947e-05,8.700e-05,00,  1.136e-04,9.600e-05,14,  3.036e+03,2.666e+03,01,  2.997e+03,2.773e+03,00,  1.092e+03,1.173e+03,00,  1.173e+03,1.067e+03,00,  4.166e+00,out limit,1177  ,004,2020-09-10 22:37:55, 2.836156e+01
1.543e+04,1.600e+04,01,  1.203e+04,1.067e+04,07,  1.634e-04,1.500e-04,00,  5.671e-05,6.000e-05,00,  4.443e-05,4.100e-05,00,  8.081e-05,8.700e-05,00,  1.137e-04,9.600e-05,14,  3.041e+03,2.666e+03,01,  3.019e+03,2.773e+03,00,  1.112e+03,1.173e+03,00,  1.194e+03,1.067e+03,00,  4.166e+00,out limit,1176  ,005,2020-09-10 22:38:08, 2.837110e+01
1.538e+04,1.600e+04,01,  1.199e+04,1.067e+04,07,  1.626e-04,1.500e-04,00,  5.620e-05,6.000e-05,00,  4.362e-05,4.100e-05,00,  7.812e-05,8.700e-05,00,  1.134e-04,9.600e-05,14,  3.030e+03,2.666e+03,01,  2.975e+03,2.773e+03,00,  1.073e+03,1.173e+03,00,  1.152e+03,1.067e+03,00,  4.166e+00,out limit,1177  ,006,2020-09-10 22:38:22, 2.835166e+01
1.622e+04,1.600e+04,03,  1.155e+04,1.067e+04,113,  1.657e-04,1.500e-04,18,  5.881e-05,6.000e-05,01,  4.825e-05,4.100e-05,05,  9.663e-05,8.700e-05,02,  1.140e-04,9.600e-05,574,  3.087e+03,2.666e+03,41,  3.257e+03,2.773e+03,25,  1.349e+03,1.173e+03,18,  1.433e+03,1.067e+03,19,  4.924e+00,out limit,381  ,007,2020-09-10 22:38:37, 7.347603e-01
1.629e+04,1.600e+04,05,  1.160e+04,1.067e+04,121,  1.650e-04,1.500e-04,16,  5.768e-05,6.000e-05,02,  4.846e-05,4.100e-05,05,  9.625e-05,8.700e-05,02,  1.145e-04,9.600e-05,583,  3.098e+03,2.666e+03,41,  3.260e+03,2.773e+03,24,  1.343e+03,1.173e+03,16,  1.428e+03,1.067e+03,18,  4.924e+00,out limit,366  ,008,2020-09-10 22:38:52, 7.651754e-01
1.615e+04,1.600e+04,02,  1.150e+04,1.067e+04,104,  1.663e-04,1.500e-04,20,  5.995e-05,6.000e-05,00,  4.803e-05,4.100e-05,05,  9.701e-05,8.700e-05,02,  1.135e-04,9.600e-05,563,  3.075e+03,2.666e+03,40,  3.254e+03,2.773e+03,26,  1.356e+03,1.173e+03,21,  1.439e+03,1.067e+03,21,  4.924e+00,out limit,397  ,009,2020-09-10 22:39:07, 7.058911e-01
1.614e+04,1.600e+04,01,  1.149e+04,1.067e+04,101,  1.701e-04,1.500e-04,30,  6.377e-05,6.000e-05,07,  4.735e-05,4.100e-05,04,  9.653e-05,8.700e-05,02,  1.134e-04,9.600e-05,558,  3.065e+03,2.666e+03,38,  3.246e+03,2.773e+03,25,  1.348e+03,1.173e+03,19,  1.432e+03,1.067e+03,20,  4.924e+00,out limit,396  ,010,2020-09-10 22:39:21, 7.080728e-01
1.615e+04,1.600e+04,02,  1.151e+04,1.067e+04,106,  1.626e-04,1.500e-04,12,  5.622e-05,6.000e-05,07,  4.874e-05,4.100e-05,06,  9.752e-05,8.700e-05,02,  1.135e-04,9.600e-05,559,  3.084e+03,2.666e+03,41,  3.262e+03,2.773e+03,26,  1.364e+03,1.173e+03,22,  1.448e+03,1.067e+03,22,  4.924e+00,out limit,395  ,011,2020-09-10 22:39:36, 7.095836e-01
1.621e+04,1.600e+04,03,  1.154e+04,1.067e+04,111,  1.663e-04,1.500e-04,19,  5.951e-05,6.000e-05,00,  4.805e-05,4.100e-05,05,  9.662e-05,8.700e-05,02,  1.139e-04,9.600e-05,572,  3.084e+03,2.666e+03,40,  3.255e+03,2.773e+03,25,  1.349e+03,1.173e+03,19,  1.433e+03,1.067e+03,19,  4.924e+00,out limit,385  ,012,2020-09-10 22:39:52, 7.284100e-01
1.609e+04,1.600e+04,01,  1.146e+04,1.067e+04,97,  1.664e-04,1.500e-04,21,  6.039e-05,6.000e-05,00,  4.802e-05,4.100e-05,05,  9.739e-05,8.700e-05,03,  1.130e-04,9.600e-05,553,  3.067e+03,2.666e+03,40,  3.253e+03,2.773e+03,26,  1.362e+03,1.173e+03,23,  1.446e+03,1.067e+03,22,  4.924e+00,out limit,409  ,013,2020-09-10 22:40:07, 6.840909e-01
1.606e+04,1.600e+04,00,  1.144e+04,1.067e+04,93,  1.654e-04,1.500e-04,19,  5.976e-05,6.000e-05,00,  5.589e-05,4.100e-05,23,  9.709e-05,8.700e-05,02,  1.127e-04,9.600e-05,534,  3.075e+03,2.666e+03,41,  3.248e+03,2.773e+03,26,  1.369e+03,1.173e+03,25,  1.451e+03,1.067e+03,23,  4.924e+00,out limit,413  ,014,2020-09-10 22:40:21, 6.787457e-01
1.604e+04,1.600e+04,00,  1.143e+04,1.067e+04,92,  1.646e-04,1.500e-04,17,  5.926e-05,6.000e-05,00,  5.516e-05,4.100e-05,21,  9.382e-05,8.700e-05,01,  1.123e-04,9.600e-05,521,  3.089e+03,2.666e+03,45,  3.354e+03,2.773e+03,39,  1.369e+03,1.173e+03,25,  1.408e+03,1.067e+03,18,  4.924e+00,out limit,419  ,015,2020-09-10 22:40:36, 6.679692e-01
1.604e+04,1.600e+04,00,  1.143e+04,1.067e+04,92,  1.647e-04,1.500e-04,17,  5.931e-05,6.000e-05,00,  5.518e-05,4.100e-05,21,  9.381e-05,8.700e-05,01,  1.124e-04,9.600e-05,523,  3.085e+03,2.666e+03,44,  3.328e+03,2.773e+03,36,  1.378e+03,1.173e+03,27,  1.409e+03,1.067e+03,19,  4.924e+00,out limit,419  ,016,2020-09-10 22:40:50, 6.692295e-01
1.604e+04,1.600e+04,00,  1.143e+04,1.067e+04,92,  1.645e-04,1.500e-04,17,  5.919e-05,6.000e-05,00,  5.515e-05,4.100e-05,21,  9.383e-05,8.700e-05,01,  1.123e-04,9.600e-05,518,  3.093e+03,2.666e+03,46,  3.380e+03,2.773e+03,43,  1.359e+03,1.173e+03,23,  1.407e+03,1.067e+03,18,  4.924e+00,out limit,420  ,017,2020-09-10 22:41:05, 6.665654e-01
1.603e+04,1.600e+04,00,  1.142e+04,1.067e+04,92,  1.642e-04,1.500e-04,16,  5.904e-05,6.000e-05,00,  5.178e-05,4.100e-05,13,  8.983e-05,8.700e-05,00,  1.122e-04,9.600e-05,517,  3.096e+03,2.666e+03,47,  3.383e+03,2.773e+03,44,  1.369e+03,1.173e+03,25,  1.417e+03,1.067e+03,20,  4.924e+00,out limit,425  ,018,2020-09-10 22:41:19, 6.583921e-01
1.603e+04,1.600e+04,00,  1.143e+04,1.067e+04,93,  1.643e-04,1.500e-04,16,  5.909e-05,6.000e-05,00,  4.939e-05,4.100e-05,08,  8.650e-05,8.700e-05,00,  1.122e-04,9.600e-05,517,  3.101e+03,2.666e+03,48,  3.389e+03,2.773e+03,45,  1.375e+03,1.173e+03,27,  1.424e+03,1.067e+03,20,  4.924e+00,out limit,425  ,019,2020-09-10 22:41:33, 6.583866e-01
1.673e+04,1.600e+04,72,  1.054e+04,1.067e+04,05,  1.631e-04,1.500e-04,26,  6.143e-05,6.000e-05,02,  5.132e-05,4.100e-05,22,  8.450e-05,8.700e-05,00,  1.084e-04,9.600e-05,577,  3.149e+03,2.666e+03,112,  3.612e+03,2.773e+03,157,  1.530e+03,1.173e+03,159,  1.541e+03,1.067e+03,68,  5.416e+00, in limit,00  ,020,2020-09-10 22:41:47, 3.496878e-01
1.678e+04,1.600e+04,84,  1.060e+04,1.067e+04,01,  1.633e-04,1.500e-04,27,  6.193e-05,6.000e-05,04,  5.135e-05,4.100e-05,22,  8.448e-05,8.700e-05,00,  1.081e-04,9.600e-05,556,  3.152e+03,2.666e+03,116,  3.608e+03,2.773e+03,158,  1.529e+03,1.173e+03,161,  1.541e+03,1.067e+03,69,  5.416e+00, in limit,00  ,021,2020-09-10 22:42:02, 3.430549e-01
1.678e+04,1.600e+04,84,  1.060e+04,1.067e+04,01,  1.633e-04,1.500e-04,27,  6.193e-05,6.000e-05,04,  5.133e-05,4.100e-05,22,  8.440e-05,8.700e-05,00,  1.081e-04,9.600e-05,557,  3.155e+03,2.666e+03,118,  3.606e+03,2.773e+03,158,  1.528e+03,1.173e+03,160,  1.539e+03,1.067e+03,69,  5.416e+00, in limit,00  ,022,2020-09-10 22:42:16, 3.429286e-01
1.678e+04,1.600e+04,85,  1.059e+04,1.067e+04,02,  1.633e-04,1.500e-04,28,  6.186e-05,6.000e-05,03,  5.111e-05,4.100e-05,22,  8.354e-05,8.700e-05,01,  1.081e-04,9.600e-05,573,  3.144e+03,2.666e+03,115,  3.592e+03,2.773e+03,156,  1.513e+03,1.173e+03,150,  1.523e+03,1.067e+03,66,  5.416e+00, in limit,00  ,023,2020-09-10 22:42:31, 3.350016e-01
1.727e+04,1.600e+04,184,  1.022e+04,1.067e+04,51,  1.637e-04,1.500e-04,24,  6.327e-05,6.000e-05,09,  5.234e-05,4.100e-05,22,  8.830e-05,8.700e-05,00,  1.071e-04,9.600e-05,389,  3.171e+03,2.666e+03,104,  3.664e+03,2.773e+03,150,  1.600e+03,1.173e+03,192,  1.611e+03,1.067e+03,76,  6.018e+00, in limit,00  ,024,2020-09-10 22:42:45, 4.134250e-01
1.587e+04,1.600e+04,01,  1.136e+04,1.067e+04,91,  1.615e-04,1.500e-04,13,  5.923e-05,6.000e-05,00,  4.878e-05,4.100e-05,08,  7.602e-05,8.700e-05,03,  1.091e-04,9.600e-05,401,  3.100e+03,2.666e+03,57,  3.470e+03,2.773e+03,68,  1.385e+03,1.173e+03,35,  1.389e+03,1.067e+03,20,  4.924e+00,out limit,502  ,025,2020-09-10 22:42:59, 5.577009e-01
1.670e+04,1.600e+04,72,  1.054e+04,1.067e+04,05,  1.639e-04,1.500e-04,33,  6.303e-05,6.000e-05,10,  5.080e-05,4.100e-05,22,  8.362e-05,8.700e-05,01,  1.076e-04,9.600e-05,551,  3.134e+03,2.666e+03,117,  3.582e+03,2.773e+03,161,  1.513e+03,1.173e+03,159,  1.525e+03,1.067e+03,70,  5.416e+00, in limit,00  ,026,2020-09-10 22:43:15, 3.164587e-01
1.668e+04,1.600e+04,67,  1.052e+04,1.067e+04,07,  1.677e-04,1.500e-04,52,  6.693e-05,6.000e-05,50,  5.008e-05,4.100e-05,18,  8.310e-05,8.700e-05,01,  1.074e-04,9.600e-05,529,  3.123e+03,2.666e+03,109,  3.571e+03,2.773e+03,154,  1.503e+03,1.173e+03,147,  1.514e+03,1.067e+03,66,  5.416e+00, in limit,00  ,027,2020-09-10 22:43:30, 3.215268e-01
1.671e+04,1.600e+04,74,  1.056e+04,1.067e+04,04,  1.601e-04,1.500e-04,17,  5.921e-05,6.000e-05,01,  5.155e-05,4.100e-05,25,  8.417e-05,8.700e-05,00,  1.077e-04,9.600e-05,553,  3.145e+03,2.666e+03,121,  3.593e+03,2.773e+03,164,  1.525e+03,1.173e+03,168,  1.536e+03,1.067e+03,73,  5.416e+00, in limit,00  ,028,2020-09-10 22:43:44, 3.196802e-01
1.663e+04,1.600e+04,62,  1.050e+04,1.067e+04,09,  1.639e-04,1.500e-04,34,  6.347e-05,6.000e-05,13,  5.068e-05,4.100e-05,22,  8.375e-05,8.700e-05,01,  1.071e-04,9.600e-05,531,  3.127e+03,2.666e+03,119,  3.576e+03,2.773e+03,166,  1.516e+03,1.173e+03,169,  1.527e+03,1.067e+03,74,  5.416e+00, in limit,00  ,029,2020-09-10 22:43:59, 3.026056e-01
1.657e+04,1.600e+04,51,  1.046e+04,1.067e+04,14,  1.623e-04,1.500e-04,27,  6.235e-05,6.000e-05,06,  5.635e-05,4.100e-05,55,  8.433e-05,8.700e-05,00,  1.066e-04,9.600e-05,483,  3.122e+03,2.666e+03,115,  3.587e+03,2.773e+03,170,  1.544e+03,1.173e+03,197,  1.550e+03,1.067e+03,81,  5.416e+00, in limit,00  ,030,2020-09-10 22:44:13, 3.042492e-01
1.667e+04,1.600e+04,70,  1.052e+04,1.067e+04,07,  1.650e-04,1.500e-04,39,  6.425e-05,6.000e-05,20,  4.457e-05,4.100e-05,03,  8.346e-05,8.700e-05,01,  1.074e-04,9.600e-05,558,  3.129e+03,2.666e+03,119,  3.570e+03,2.773e+03,163,  1.498e+03,1.173e+03,151,  1.511e+03,1.067e+03,69,  5.416e+00, in limit,00  ,031,2020-09-10 22:44:29, 3.037190e-01
1.659e+04,1.600e+04,55,  1.048e+04,1.067e+04,13,  1.626e-04,1.500e-04,28,  6.263e-05,6.000e-05,08,  5.000e-05,4.100e-05,20,  8.127e-05,8.700e-05,02,  1.066e-04,9.600e-05,491,  3.143e+03,2.666e+03,129,  3.655e+03,2.773e+03,205,  1.529e+03,1.173e+03,187,  1.487e+03,1.067e+03,63,  5.416e+00, in limit,00  ,032,2020-09-10 22:44:43, 2.960276e-01
1.658e+04,1.600e+04,54,  1.047e+04,1.067e+04,14,  1.622e-04,1.500e-04,27,  6.242e-05,6.000e-05,07,  4.994e-05,4.100e-05,20,  8.112e-05,8.700e-05,02,  1.064e-04,9.600e-05,484,  3.149e+03,2.666e+03,135,  3.682e+03,2.773e+03,221,  1.515e+03,1.173e+03,175,  1.483e+03,1.067e+03,63,  5.416e+00, in limit,00  ,033,2020-09-10 22:44:57, 2.914996e-01
1.657e+04,1.600e+04,52,  1.047e+04,1.067e+04,14,  1.619e-04,1.500e-04,26,  6.226e-05,6.000e-05,06,  4.721e-05,4.100e-05,10,  7.778e-05,8.700e-05,05,  1.063e-04,9.600e-05,477,  3.152e+03,2.666e+03,137,  3.685e+03,2.773e+03,224,  1.522e+03,1.173e+03,183,  1.492e+03,1.067e+03,66,  5.416e+00, in limit,00  ,034,2020-09-10 22:45:12, 2.894211e-01
1.657e+04,1.600e+04,52,  1.047e+04,1.067e+04,14,  1.619e-04,1.500e-04,26,  6.229e-05,6.000e-05,06,  4.521e-05,4.100e-05,04,  7.500e-05,8.700e-05,08,  1.063e-04,9.600e-05,471,  3.157e+03,2.666e+03,139,  3.690e+03,2.773e+03,225,  1.527e+03,1.173e+03,188,  1.497e+03,1.067e+03,67,  5.416e+00, in limit,00  ,035,2020-09-10 22:45:26, 2.917648e-01
1.656e+04,1.600e+04,52,  1.046e+04,1.067e+04,15,  1.619e-04,1.500e-04,26,  6.223e-05,6.000e-05,06,  4.940e-05,4.100e-05,17,  8.078e-05,8.700e-05,02,  1.063e-04,9.600e-05,481,  3.146e+03,2.666e+03,135,  3.680e+03,2.773e+03,223,  1.516e+03,1.173e+03,178,  1.485e+03,1.067e+03,64,  5.416e+00, in limit,00  ,036,2020-09-10 22:45:41, 2.877889e-01
1.662e+04,1.600e+04,64,  1.053e+04,1.067e+04,07,  1.621e-04,1.500e-04,28,  6.275e-05,6.000e-05,09,  4.943e-05,4.100e-05,18,  8.076e-05,8.700e-05,02,  1.060e-04,9.600e-05,461,  3.149e+03,2.666e+03,140,  3.676e+03,2.773e+03,225,  1.515e+03,1.173e+03,180,  1.485e+03,1.067e+03,66,  5.416e+00, in limit,00  ,037,2020-09-10 22:45:55, 2.819407e-01
1.662e+04,1.600e+04,64,  1.052e+04,1.067e+04,07,  1.621e-04,1.500e-04,28,  6.275e-05,6.000e-05,09,  4.941e-05,4.100e-05,18,  8.068e-05,8.700e-05,02,  1.060e-04,9.600e-05,461,  3.153e+03,2.666e+03,142,  3.675e+03,2.773e+03,225,  1.514e+03,1.173e+03,179,  1.484e+03,1.067e+03,65,  5.416e+00, in limit,00  ,038,2020-09-10 22:46:10, 2.818869e-01
1.661e+04,1.600e+04,64,  1.052e+04,1.067e+04,09,  1.621e-04,1.500e-04,28,  6.268e-05,6.000e-05,09,  4.919e-05,4.100e-05,17,  7.986e-05,8.700e-05,03,  1.060e-04,9.600e-05,477,  3.141e+03,2.666e+03,138,  3.661e+03,2.773e+03,224,  1.499e+03,1.173e+03,169,  1.469e+03,1.067e+03,62,  5.416e+00, in limit,00  ,039,2020-09-10 22:46:25, 2.747803e-01
1.710e+04,1.600e+04,163,  1.016e+04,1.067e+04,78,  1.626e-04,1.500e-04,24,  6.414e-05,6.000e-05,16,  5.040e-05,4.100e-05,18,  8.434e-05,8.700e-05,00,  1.050e-04,9.600e-05,301,  3.171e+03,2.666e+03,122,  3.726e+03,2.773e+03,202,  1.579e+03,1.173e+03,205,  1.551e+03,1.067e+03,71,  6.018e+00, in limit,00  ,040,2020-09-10 22:46:38, 3.510992e-01
1.570e+04,1.600e+04,08,  1.126e+04,1.067e+04,76,  1.601e-04,1.500e-04,11,  5.983e-05,6.000e-05,00,  4.700e-05,4.100e-05,05,  7.311e-05,8.700e-05,06,  1.070e-04,9.600e-05,316,  3.089e+03,2.666e+03,61,  3.555e+03,2.773e+03,96,  1.385e+03,1.173e+03,39,  1.347e+03,1.067e+03,17,  4.924e+00,out limit,565  ,041,2020-09-10 22:46:53, 4.958464e-01
1.653e+04,1.600e+04,51,  1.046e+04,1.067e+04,16,  1.627e-04,1.500e-04,33,  6.385e-05,6.000e-05,19,  4.889e-05,4.100e-05,17,  7.991e-05,8.700e-05,03,  1.054e-04,9.600e-05,447,  3.131e+03,2.666e+03,140,  3.650e+03,2.773e+03,230,  1.499e+03,1.173e+03,178,  1.469e+03,1.067e+03,66,  5.416e+00, in limit,00  ,042,2020-09-10 22:47:07, 2.603085e-01
1.650e+04,1.600e+04,45,  1.044e+04,1.067e+04,20,  1.664e-04,1.500e-04,54,  6.774e-05,6.000e-05,75,  4.819e-05,4.100e-05,14,  7.933e-05,8.700e-05,03,  1.053e-04,9.600e-05,419,  3.120e+03,2.666e+03,130,  3.637e+03,2.773e+03,218,  1.487e+03,1.173e+03,161,  1.458e+03,1.067e+03,60,  5.416e+00, in limit,00  ,043,2020-09-10 22:47:21, 2.670223e-01
1.655e+04,1.600e+04,54,  1.049e+04,1.067e+04,13,  1.590e-04,1.500e-04,17,  6.004e-05,6.000e-05,00,  4.962e-05,4.100e-05,20,  8.052e-05,8.700e-05,03,  1.056e-04,9.600e-05,454,  3.142e+03,2.666e+03,145,  3.662e+03,2.773e+03,235,  1.511e+03,1.173e+03,190,  1.482e+03,1.067e+03,69,  5.416e+00, in limit,00  ,044,2020-09-10 22:47:36, 2.623742e-01
1.646e+04,1.600e+04,41,  1.043e+04,1.067e+04,24,  1.627e-04,1.500e-04,35,  6.429e-05,6.000e-05,25,  4.877e-05,4.100e-05,17,  8.002e-05,8.700e-05,03,  1.050e-04,9.600e-05,421,  3.125e+03,2.666e+03,142,  3.642e+03,2.773e+03,236,  1.500e+03,1.173e+03,187,  1.471e+03,1.067e+03,69,  5.416e+00, in limit,00  ,045,2020-09-10 22:47:50, 2.495415e-01
1.639e+04,1.600e+04,28,  1.037e+04,1.067e+04,36,  1.608e-04,1.500e-04,25,  6.290e-05,6.000e-05,11,  5.426e-05,4.100e-05,50,  8.090e-05,8.700e-05,02,  1.044e-04,9.600e-05,365,  3.115e+03,2.666e+03,135,  3.658e+03,2.773e+03,242,  1.536e+03,1.173e+03,228,  1.501e+03,1.067e+03,79,  5.416e+00, in limit,00  ,046,2020-09-10 22:48:04, 2.520605e-01
1.651e+04,1.600e+04,49,  1.045e+04,1.067e+04,19,  1.640e-04,1.500e-04,42,  6.523e-05,6.000e-05,36,  4.289e-05,4.100e-05,01,  7.953e-05,8.700e-05,04,  1.053e-04,9.600e-05,452,  3.129e+03,2.666e+03,144,  3.633e+03,2.773e+03,230,  1.478e+03,1.173e+03,161,  1.451e+03,1.067e+03,62,  5.416e+00, in limit,00  ,047,2020-09-10 22:48:19, 2.509332e-01
1.641e+04,1.600e+04,32,  1.039e+04,1.067e+04,31,  1.612e-04,1.500e-04,27,  6.329e-05,6.000e-05,15,  4.815e-05,4.100e-05,15,  7.788e-05,8.700e-05,05,  1.044e-04,9.600e-05,367,  3.137e+03,2.666e+03,150,  3.719e+03,2.773e+03,280,  1.528e+03,1.173e+03,220,  1.437e+03,1.067e+03,58,  5.416e+00, in limit,00  ,048,2020-09-10 22:48:33, 2.489187e-01
1.639e+04,1.600e+04,30,  1.038e+04,1.067e+04,34,  1.607e-04,1.500e-04,25,  6.300e-05,6.000e-05,12,  4.807e-05,4.100e-05,15,  7.773e-05,8.700e-05,06,  1.042e-04,9.600e-05,358,  3.143e+03,2.666e+03,157,  3.748e+03,2.773e+03,304,  1.508e+03,1.173e+03,201,  1.433e+03,1.067e+03,58,  5.416e+00, in limit,00  ,049,2020-09-10 22:48:48, 2.435926e-01
1.640e+04,1.600e+04,31,  1.039e+04,1.067e+04,33,  1.610e-04,1.500e-04,26,  6.318e-05,6.000e-05,14,  5.083e-05,4.100e-05,28,  8.101e-05,8.700e-05,02,  1.043e-04,9.600e-05,366,  3.140e+03,2.666e+03,155,  3.745e+03,2.773e+03,300,  1.500e+03,1.173e+03,190,  1.424e+03,1.067e+03,55,  5.416e+00, in limit,00  ,050,2020-09-10 22:49:02, 2.451992e-01
1.639e+04,1.600e+04,30,  1.038e+04,1.067e+04,35,  1.607e-04,1.500e-04,25,  6.297e-05,6.000e-05,12,  5.040e-05,4.100e-05,26,  8.084e-05,8.700e-05,02,  1.042e-04,9.600e-05,361,  3.137e+03,2.666e+03,154,  3.743e+03,2.773e+03,303,  1.503e+03,1.173e+03,195,  1.426e+03,1.067e+03,56,  5.416e+00, in limit,00  ,051,2020-09-10 22:49:16, 2.425035e-01
1.619e+04,1.600e+04,09,  1.028e+04,1.067e+04,73,  1.591e-04,1.500e-04,21,  6.344e-05,6.000e-05,19,  5.157e-05,4.100e-05,38,  8.127e-05,8.700e-05,02,  1.020e-04,9.600e-05,222,  3.123e+03,2.666e+03,167,  3.803e+03,2.773e+03,394,  1.490e+03,1.173e+03,208,  1.373e+03,1.067e+03,47,  5.416e+00, in limit,00  ,052,2020-09-10 22:49:31, 2.102812e-01
1.625e+04,1.600e+04,15,  1.035e+04,1.067e+04,53,  1.594e-04,1.500e-04,23,  6.401e-05,6.000e-05,26,  5.160e-05,4.100e-05,39,  8.124e-05,8.700e-05,03,  1.017e-04,9.600e-05,207,  3.127e+03,2.666e+03,175,  3.797e+03,2.773e+03,400,  1.488e+03,1.173e+03,212,  1.372e+03,1.067e+03,48,  5.416e+00, in limit,00  ,053,2020-09-10 22:49:45, 2.046360e-01
1.625e+04,1.600e+04,14,  1.034e+04,1.067e+04,53,  1.594e-04,1.500e-04,23,  6.401e-05,6.000e-05,26,  5.158e-05,4.100e-05,39,  8.117e-05,8.700e-05,03,  1.017e-04,9.600e-05,208,  3.130e+03,2.666e+03,177,  3.796e+03,2.773e+03,399,  1.487e+03,1.173e+03,210,  1.371e+03,1.067e+03,48,  5.416e+00, in limit,00  ,054,2020-09-10 22:49:59, 2.046429e-01
1.625e+04,1.600e+04,15,  1.035e+04,1.067e+04,53,  1.594e-04,1.500e-04,23,  6.402e-05,6.000e-05,26,  5.162e-05,4.100e-05,39,  8.130e-05,8.700e-05,03,  1.017e-04,9.600e-05,207,  3.124e+03,2.666e+03,172,  3.798e+03,2.773e+03,401,  1.490e+03,1.173e+03,213,  1.373e+03,1.067e+03,48,  5.416e+00, in limit,00  ,055,2020-09-10 22:50:14, 2.046338e-01
1.624e+04,1.600e+04,14,  1.034e+04,1.067e+04,58,  1.593e-04,1.500e-04,23,  6.393e-05,6.000e-05,26,  5.139e-05,4.100e-05,39,  8.057e-05,8.700e-05,03,  1.017e-04,9.600e-05,217,  3.111e+03,2.666e+03,168,  3.787e+03,2.773e+03,404,  1.477e+03,1.173e+03,203,  1.360e+03,1.067e+03,46,  5.416e+00, in limit,00  ,056,2020-09-10 22:50:28, 1.986285e-01
1.673e+04,1.600e+04,92,  1.000e+04,1.067e+04,170,  1.601e-04,1.500e-04,20,  6.556e-05,6.000e-05,38,  5.274e-05,4.100e-05,36,  8.475e-05,8.700e-05,00,  1.008e-04,9.600e-05,109,  3.146e+03,2.666e+03,142,  3.838e+03,2.773e+03,324,  1.543e+03,1.173e+03,218,  1.431e+03,1.067e+03,51,  6.018e+00, in limit,00  ,057,2020-09-10 22:50:41, 2.732172e-01
1.532e+04,1.600e+04,52,  1.103e+04,1.067e+04,34,  1.565e-04,1.500e-04,05,  6.046e-05,6.000e-05,00,  4.930e-05,4.100e-05,12,  7.487e-05,8.700e-05,06,  1.025e-04,9.600e-05,131,  3.043e+03,2.666e+03,58,  3.709e+03,2.773e+03,165,  1.393e+03,1.173e+03,51,  1.266e+03,1.067e+03,10,  4.924e+00,out limit,676  ,058,2020-09-10 22:50:56, 4.140583e-01
1.616e+04,1.600e+04,06,  1.028e+04,1.067e+04,79,  1.600e-04,1.500e-04,27,  6.511e-05,6.000e-05,45,  5.107e-05,4.100e-05,38,  8.052e-05,8.700e-05,03,  1.011e-04,9.600e-05,179,  3.102e+03,2.666e+03,166,  3.772e+03,2.773e+03,403,  1.475e+03,1.173e+03,206,  1.359e+03,1.067e+03,47,  5.416e+00, in limit,00  ,059,2020-09-10 22:51:11, 1.929511e-01
